query,function,identifier,url,score
sending binary data over a serial connection,"private void sendConnectionId() throws IOException {
        write(new MessageWriter() {

            @Override
            public void write(DataOutput output) throws IOException {
                output.writeBytes(""JMX"");
                output.writeUTF(connectionId.toString());
            }
        });
        log.tracef(""Written connectionId %s"", connectionId.toString());
    }",ServerProxy.sendConnectionId,https://github.com/jbossas/remoting-jmx/blob/dbc87bfed47e5bb9e37c355a77ca0ae9a6ea1363/src/main/java/org/jboss/remotingjmx/protocol/v1/ServerProxy.java#L180-L190,1.4121583
sending binary data over a serial connection,"static public void send( String s, Socket socket )
    {
        byte[] bytes = s.getBytes( HexDump.cs );
        send( bytes, socket );
    }",SocketUtils.send,https://github.com/jtgeiger/iptools/blob/45059bdae220c273e40765438ff811691a34f976/src/main/java/com/sibilantsolutions/iptools/net/SocketUtils.java#L395-L399,1.4063939
sending binary data over a serial connection,"@Override
    void send(HandshakeOutStream output) throws IOException
    {
        output.putBytes8(protocolBytes);
        output.putBytes8(paddingBytes);
    }",NextProtocolMessage.send,https://github.com/jetty-project/jetty-npn/blob/a26a7a5eabeeb57a63c6ee08fcf9b8cec1fa6c0d/npn-boot/src/main/java/sun/security/ssl/NextProtocolMessage.java#L67-L72,1.4046348
sending binary data over a serial connection,"@Override
	protected void sendOutput(String metricLine) throws IOException {
		DatagramPacket packet;
		byte[] data;

		data = metricLine.getBytes(""UTF-8"");
		packet = new DatagramPacket(data, 0, data.length, this.address);

		this.dgSocket.send(packet);
	}",TCollectorUDPWriter.sendOutput,https://github.com/jmxtrans/jmxtrans/blob/496f342de3bcf2c2226626374b7a16edf8f4ba2a/jmxtrans-output/jmxtrans-output-core/src/main/java/com/googlecode/jmxtrans/model/output/TCollectorUDPWriter.java#L128-L137,1.4041653
sending binary data over a serial connection,"private void writeCodon(Writer writer, String codon) throws IOException {
        writer.append("" "");
        writer.append(codon);
        writer.append("" "");
    }",TranslationResultWriter.writeCodon,https://github.com/enasequence/sequencetools/blob/4127f5e1a17540239f5810136153fbd6737fa262/src/main/java/uk/ac/ebi/embl/api/translation/TranslationResultWriter.java#L128-L132,1.4039025
sending binary data over a serial connection,"public void sendData() throws IOException {
        if (writer != null) {
            writer.write(buffer.toString());
            writer.flush();
            buffer = new StringBuilder();
        }
    }",XMLWriter.sendData,https://github.com/ModeShape/modeshape/blob/794cfdabb67a90f24629c4fff0424a6125f8f95b/web/modeshape-webdav/src/main/java/org/modeshape/webdav/fromcatalina/XMLWriter.java#L198-L204,1.4025773
sending binary data over a serial connection,"public void send(ByteBuffer data) throws Exception {
        if(conn == null)
            throw new IllegalStateException(""connection to server "" + remote_addr + "" doesn't exist (has start() been called?)"");
        conn.send(data);
    }",TcpClient.send,https://github.com/belaban/JGroups/blob/bd3ca786aa57fed41dfbc10a94b1281e388be03b/src/org/jgroups/blocks/cs/TcpClient.java#L106-L110,1.4023552
sending binary data over a serial connection,"@Override
  public void sendBytes(final ByteBuffer data, final SuccessCallback success, final OnError err) {
    WebSockets.sendBinary(data, channel, callback(log, success, err));
  }",UndertowWebSocket.sendBytes,https://github.com/jooby-project/jooby/blob/9795b65ccea63c630592f0a320aca2000ca19a8b/modules/jooby-undertow/src/main/java/org/jooby/internal/undertow/UndertowWebSocket.java#L391-L394,1.4009265
sending binary data over a serial connection,"public CompletableFuture<ByteBuf> sendConnectedData(ByteBuf data, int connectionId) {
        return sendConnectedData((buffer) -> buffer.writeBytes(data), connectionId);
    }",CipClient.sendConnectedData,https://github.com/digitalpetri/ethernet-ip/blob/de69faa04f658ff8a086e66012308db851b5b51a/cip-client/src/main/java/com/digitalpetri/enip/cip/CipClient.java#L152-L154,1.3990302
sending binary data over a serial connection,"@Override
  public void sendBytes(final byte[] data, final SuccessCallback success, final OnError err) {
    sendBytes(Unpooled.wrappedBuffer(data), success, err);
  }",NettyWebSocket.sendBytes,https://github.com/jooby-project/jooby/blob/9795b65ccea63c630592f0a320aca2000ca19a8b/modules/jooby-netty/src/main/java/org/jooby/internal/netty/NettyWebSocket.java#L333-L336,1.3986887
extracting data from a text file,"public static final char getFileTypeLetter(Path path)
    {
        if (Files.isRegularFile(path))
        {
            return '-';
        }
        if (Files.isDirectory(path))
        {
            return 'd';
        }
        if (Files.isSymbolicLink(path))
        {
            return 'l';
        }
        throw new IllegalArgumentException(path+"" is either regular file, directory or symbolic link"");
    }",PosixHelp.getFileTypeLetter,https://github.com/tvesalainen/util/blob/bba7a44689f638ffabc8be40a75bdc9a33676433/util/src/main/java/org/vesalainen/nio/file/attribute/PosixHelp.java#L277-L292,1.3283811
extracting data from a text file,"@javax.annotation.Nonnull
  @Override
  public String file(@javax.annotation.Nonnull byte[] data, @javax.annotation.Nonnull String filename, String caption) {
    return file(new String(data, Charset.forName(""UTF-8"")), filename, caption);
  }",MarkdownNotebookOutput.file,https://github.com/SimiaCryptus/utilities/blob/b5a5e73449aae57de7dbfca2ed7a074432c5b17e/java-util/src/main/java/com/simiacryptus/util/io/MarkdownNotebookOutput.java#L332-L336,1.3236872
extracting data from a text file,"public DataSink<T> writeAsText(String filePath) {
		return output(new TextOutputFormat<T>(new Path(filePath)));
	}",DataSet.writeAsText,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-java/src/main/java/org/apache/flink/api/java/DataSet.java#L1492-L1494,1.3235861
extracting data from a text file,"@javax.annotation.Nonnull
  @Override
  public String file(final String data, final String caption) {
    return file(data, excerptNumber++ + "".txt"", caption);
  }",HtmlNotebookOutput.file,https://github.com/SimiaCryptus/utilities/blob/b5a5e73449aae57de7dbfca2ed7a074432c5b17e/java-util/src/main/java/com/simiacryptus/util/io/HtmlNotebookOutput.java#L219-L223,1.3219957
extracting data from a text file,"@PublicEvolving
	public DataStreamSink<T> writeAsText(String path) {
		return writeUsingOutputFormat(new TextOutputFormat<T>(new Path(path)));
	}",DataStream.writeAsText,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-streaming-java/src/main/java/org/apache/flink/streaming/api/datastream/DataStream.java#L1022-L1025,1.3188815
extracting data from a text file,"public static void writeTextToFile( final String     filename,
                                        final String     data )
        throws
            IOException
    {
        writeTextToFile( new File( filename ), data );
    }",OsUtils.writeTextToFile,https://github.com/crowmagnumb/s6-util/blob/0f9969bc0809e8a617501fa57c135e9b3984fae0/src/main/java/net/crowmagnumb/util/OsUtils.java#L407-L413,1.3177556
extracting data from a text file,"public DataSource<String> readTextFile(String filePath) {
		Validate.notNull(filePath, ""The file path may not be null."");
		
		return new DataSource<String>(this, new TextInputFormat(new Path(filePath)), BasicTypeInfo.STRING_TYPE_INFO );
	}",ExecutionEnvironment.readTextFile,https://github.com/stratosphere/stratosphere/blob/c543a08f9676c5b2b0a7088123bd6e795a8ae0c8/stratosphere-java/src/main/java/eu/stratosphere/api/java/ExecutionEnvironment.java#L175-L179,1.317126
extracting data from a text file,"public static String getText(Path self, String charset) throws IOException {
        return IOGroovyMethods.getText(newReader(self, charset));
    }",NioGroovyMethods.getText,https://github.com/apache/groovy/blob/71cf20addb611bb8d097a59e395fd20bc7f31772/subprojects/groovy-nio/src/main/java/org/codehaus/groovy/runtime/NioGroovyMethods.java#L380-L382,1.3164556
extracting data from a text file,"public DataSink<T> writeAsText(String filePath, WriteMode writeMode) {
		TextOutputFormat<T> tof = new TextOutputFormat<>(new Path(filePath));
		tof.setWriteMode(writeMode);
		return output(tof);
	}",DataSet.writeAsText,https://github.com/apache/flink/blob/b62db93bf63cb3bb34dd03d611a779d9e3fc61ac/flink-java/src/main/java/org/apache/flink/api/java/DataSet.java#L1508-L1512,1.315833
extracting data from a text file,"public DataSource<String> readTextFile(String filePath, String charsetName) {
		Validate.notNull(filePath, ""The file path may not be null."");

		TextInputFormat format = new TextInputFormat(new Path(filePath));
		format.setCharsetName(charsetName);
		return new DataSource<String>(this, format, BasicTypeInfo.STRING_TYPE_INFO );
	}",ExecutionEnvironment.readTextFile,https://github.com/stratosphere/stratosphere/blob/c543a08f9676c5b2b0a7088123bd6e795a8ae0c8/stratosphere-java/src/main/java/eu/stratosphere/api/java/ExecutionEnvironment.java#L189-L195,1.314742
positions of substrings in string,"static int countLines (String str) {
		if (str == null || str.isEmpty()) return 0;

		int lines = 1;
		int pos = 0;
		while ((pos = str.indexOf(""\n"", pos) + 1) != 0) {
			lines++;
		}

		return lines;
	}",Utils.countLines,https://github.com/kotcrab/vis-ui/blob/3b68f82d94ae32bffa2a3399c63f432e0f4908e0/usl/src/main/java/com/kotcrab/vis/usl/Utils.java#L43-L53,1.2298476
positions of substrings in string,"public static int getLineCount(String str) {
        if (null == str || str.isEmpty()) {
            return 0;
        }
        int count = 1;
        for (char c : str.toCharArray()) {
            if ('\n' == c) {
                count++;
            }
        }
        return count;
    }",GreenMailUtil.getLineCount,https://github.com/greenmail-mail-test/greenmail/blob/6d19a62233d1ef6fedbbd1f6fdde2d28e713834a/greenmail-core/src/main/java/com/icegreen/greenmail/util/GreenMailUtil.java#L113-L124,1.2264844
positions of substrings in string,"public Snippet wrapLineToSnippet(int wline) {
        Wrap wrap = ((CompoundWrap)w).wrapLineToWrap(wline);
        return wrapToSnippet.get(wrap);
    }",OuterSnippetsClassWrap.wrapLineToSnippet,https://github.com/google/error-prone-javac/blob/a53d069bbdb2c60232ed3811c19b65e41c3e60e0/src/jdk.jshell/share/classes/jdk/jshell/OuterSnippetsClassWrap.java#L53-L56,1.2252042
positions of substrings in string,"private static int countLines(String s, int from, int toEx) {
        int cnt = 0;
        int idx = from;
        while ((idx = s.indexOf('\n', idx)) > 0) {
            if (idx >= toEx) break;
            ++cnt;
            ++idx;
        }
        return cnt;
    }",Wrap.countLines,https://github.com/google/error-prone-javac/blob/a53d069bbdb2c60232ed3811c19b65e41c3e60e0/src/jdk.jshell/share/classes/jdk/jshell/Wrap.java#L124-L133,1.2250972
positions of substrings in string,"public static int countLines(@Nonnull final String text) {
    int result = 1;
    for (int i = 0; i < text.length(); i++) {
      if (text.charAt(i) == '\n') {
        result++;
      }
    }
    return result;
  }",ModelUtils.countLines,https://github.com/raydac/netbeans-mmd-plugin/blob/997493d23556a25354372b6419a64a0fbd0ac6ba/mind-map/mind-map-model/src/main/java/com/igormaznitsa/mindmap/model/ModelUtils.java#L217-L225,1.2245698
positions of substrings in string,"private int countBrackets(String currentLine) {
        int bracketsOpen = countChars(currentLine, '{');
        int bracketsClose = countChars(currentLine, '}');
        return bracketsOpen - bracketsClose;
    }",IteratingPCCompoundASNReader.countBrackets,https://github.com/cdk/cdk/blob/c3d0f16502bf08df50365fee392e11d7c9856657/storage/io/src/main/java/org/openscience/cdk/io/iterator/IteratingPCCompoundASNReader.java#L160-L164,1.2234839
positions of substrings in string,"private int getLineCount(String s) {
        int lineCount = 1;
        for (int i = 0; i < s.length(); i++) {
            if (s.charAt(i) == '\n')
                lineCount++;
        }
        return (lineCount);
    }",JspDocumentParser.getLineCount,https://github.com/OpenLiberty/open-liberty/blob/ca725d9903e63645018f9fa8cbda25f60af83a5d/dev/com.ibm.ws.jsp/src/com/ibm/ws/jsp/translator/document/JspDocumentParser.java#L659-L666,1.2225851
positions of substrings in string,"public static int findString(String matchString, int startIndex, char[] line) {
        return findChars(FastStringUtils.toCharArray(matchString), startIndex, line);
    }",CharScanner.findString,https://github.com/boonproject/boon/blob/9bc6870dbe5dd58c45c18d8edb493e8efc089463/boon/src/main/java/org/boon/primitive/CharScanner.java#L1617-L1619,1.220431
positions of substrings in string,"public static int numberOfLines(@Nonnull final String text) {
    int result = 1;
    for (int i = 0; i < text.length(); i++) {
      if (text.charAt(i) == '\n') {
        result++;
      }
    }
    return result;
  }",Utils.numberOfLines,https://github.com/raydac/netbeans-mmd-plugin/blob/997493d23556a25354372b6419a64a0fbd0ac6ba/mind-map/mind-map-swing-panel/src/main/java/com/igormaznitsa/mindmap/swing/panel/utils/Utils.java#L566-L574,1.220372
positions of substrings in string,"private static int lineEndPos(String s, int start) {
		int pos = s.indexOf('\n', start);
		if (pos < 0) pos = s.length();
		return pos;
	}",PrettyPrinter.lineEndPos,https://github.com/rzwitserloot/lombok/blob/75601240760bd81ff95fcde7a1b8185769ce64e8/src/delombok/lombok/delombok/PrettyPrinter.java#L188-L192,1.2198837
reading element from html - <td>,"@Override
	public Document loadHTML(Reader reader, String encoding) {
		return loadHTML(new InputSource(reader), encoding);
	}",DocumentBuilderImpl.loadHTML,https://github.com/js-lib-com/dom/blob/8c7cd7c802977f210674dec7c2a8f61e8de05b63/src/main/java/js/dom/w3c/DocumentBuilderImpl.java#L288-L291,1.343468
reading element from html - <td>,"@Override
	public Document loadHTML(Reader reader) {
		return loadHTML(reader, Charset.defaultCharset().name());
	}",DocumentBuilderImpl.loadHTML,https://github.com/js-lib-com/dom/blob/8c7cd7c802977f210674dec7c2a8f61e8de05b63/src/main/java/js/dom/w3c/DocumentBuilderImpl.java#L278-L281,1.3425921
reading element from html - <td>,"@Override
	public Document loadHTML(InputStream stream, String encoding) {
		return loadHTML(new InputSource(stream), encoding);
	}",DocumentBuilderImpl.loadHTML,https://github.com/js-lib-com/dom/blob/8c7cd7c802977f210674dec7c2a8f61e8de05b63/src/main/java/js/dom/w3c/DocumentBuilderImpl.java#L265-L268,1.3420893
reading element from html - <td>,"public void checkHtmlInputSource(InputSource is) throws IOException,
            SAXException {
        validator.reset();
        is.setEncoding(""UTF-8"");
        checkAsHTML(is);
    }",SimpleDocumentValidator.checkHtmlInputSource,https://github.com/validator/validator/blob/c7b7f85b3a364df7d9944753fb5b2cd0ce642889/src/nu/validator/validation/SimpleDocumentValidator.java#L401-L406,1.3366699
reading element from html - <td>,"@Override
	public Document loadHTML(File file, String encoding) throws FileNotFoundException {
		return loadHTML(new FileInputStream(file), encoding);
	}",DocumentBuilderImpl.loadHTML,https://github.com/js-lib-com/dom/blob/8c7cd7c802977f210674dec7c2a8f61e8de05b63/src/main/java/js/dom/w3c/DocumentBuilderImpl.java#L242-L245,1.3354728
reading element from html - <td>,"public Document read( InputStream stream,
                          Charset charset,
                          boolean introspectStringValues ) throws ParsingException {
        return read(new InputStreamReader(stream, charset), introspectStringValues);
    }",JsonReader.read,https://github.com/ModeShape/modeshape/blob/794cfdabb67a90f24629c4fff0424a6125f8f95b/modeshape-schematic/src/main/java/org/modeshape/schematic/internal/document/JsonReader.java#L187-L191,1.3354554
reading element from html - <td>,"protected void writeSource(final String source, final HierarchicalStreamWriter writer) {
        if (source != null) {
            writer.startNode(""Source"");
            writer.setValue(source);
            writer.endNode();
        }
    }",GeolocationConverter.writeSource,https://github.com/RestComm/Restcomm-Connect/blob/2194dee4fc524cdfd0af77a218ba5f212f97f7c5/restcomm/restcomm.http/src/main/java/org/restcomm/connect/http/converter/GeolocationConverter.java#L112-L118,1.3342643
reading element from html - <td>,"public static void writeHtmlTo (@Nonnull final IHCNode aHCNode, @Nonnull final OutputStream aOS)
  {
    writeHtmlTo (aHCNode, HCSettings.getConversionSettings (), aOS);
  }",HCRenderer.writeHtmlTo,https://github.com/phax/ph-oton/blob/f3aaacbbc02a9f3e4f32fe8db8e4adf7b9c1d3ef/ph-oton-html/src/main/java/com/helger/html/hc/render/HCRenderer.java#L269-L272,1.3325223
reading element from html - <td>,"@Override
	public String read(final InputNode node) throws Exception {
		return StringUtils.defaultIfBlank(node.getValue(), StringUtils.EMPTY);
	}",StringNullConverter.read,https://github.com/wmixvideo/nfe/blob/75c4545321d40527be8e0797faf7a5b40f43c951/src/main/java/com/fincatto/documentofiscal/nfe400/converters/StringNullConverter.java#L10-L13,1.332094
reading element from html - <td>,"private void checkAsHTML(InputSource is) throws IOException, SAXException {
        sourceCode.initialize(is);
        try {
            htmlReader.parse(is);
        } catch (SAXParseException e) {
        }
    }",SimpleDocumentValidator.checkAsHTML,https://github.com/validator/validator/blob/c7b7f85b3a364df7d9944753fb5b2cd0ce642889/src/nu/validator/validation/SimpleDocumentValidator.java#L520-L526,1.3320127
deducting the median from each column,"@Override
    public void decrement(int row, int col, double decr) {
        mat.decrement(col, row, decr);
    }",TransposeView.decrement,https://github.com/mgormley/prim/blob/5dce5e1ae94a9ae558a6262fc246e1a24f56686c/src/main/java/edu/jhu/prim/matrix/TransposeView.java#L34-L37,1.3739504
deducting the median from each column,"public int getColumnIndex(String columnName) {
    int colCount = SQLite.sqlite3_column_count(pStmt);
    for ( int counter = 0 ; counter < colCount ; counter++ ) {
      if ( SQLite.sqlite3_column_name(pStmt, counter).equalsIgnoreCase(columnName)) {
        return counter;
      }
    }
    return -1;
  }",AbstractCursor.getColumnIndex,https://github.com/SQLDroid/SQLDroid/blob/4fb38ee40338673cb0205044571e4379573762c4/compat/android/database/AbstractCursor.java#L102-L110,1.372704
deducting the median from each column,"private int isColumnPresent(List<BreadcrumbEvent> navigationStack, BreadcrumbEvent event) {
        return findMatchingIndex(navigationStack, event, (previous, next) -> {
            return previous.getKey().equals(next.getKey());
        });
    }",Header.isColumnPresent,https://github.com/hal/core/blob/d6d03f0bb128dc0470f5dc75fdb1ea1014400602/gui/src/main/java/org/jboss/as/console/client/core/Header.java#L663-L667,1.3723183
deducting the median from each column,"private static int columnIndex(List<String> columnNames, long columnId)
    {
        int index = columnNames.indexOf(String.valueOf(columnId));
        if (index == -1) {
            throw new PrestoException(RAPTOR_ERROR, ""Missing column ID: "" + columnId);
        }
        return index;
    }",ShardStats.columnIndex,https://github.com/prestodb/presto/blob/89de5e379d8f85e139d292b0add8c537a2a01a88/presto-raptor/src/main/java/com/facebook/presto/raptor/storage/ShardStats.java#L91-L98,1.3720394
deducting the median from each column,"@Override
  public int getInt(String columnName) throws SQLException {
    int index = findColumn(columnName);
    return getInt(index);
  }",SQLDroidResultSet.getInt,https://github.com/SQLDroid/SQLDroid/blob/4fb38ee40338673cb0205044571e4379573762c4/src/main/java/org/sqldroid/SQLDroidResultSet.java#L414-L418,1.3714048
deducting the median from each column,"public void acquireIndexLock(StaticBuffer key, StaticBuffer column) throws BackendException {
        acquiredLock = true;
        indexStore.acquireLock(key, column, null, storeTx);
    }",BackendTransaction.acquireIndexLock,https://github.com/thinkaurelius/titan/blob/ee226e52415b8bf43b700afac75fa5b9767993a5/titan-core/src/main/java/com/thinkaurelius/titan/diskstorage/BackendTransaction.java#L238-L241,1.3713762
deducting the median from each column,"public int getIndexOfColumn(String columnName) {
        Integer idx = columnNamesIndex.get(columnName);
        if (idx == null)
            throw new NoSuchElementException(""Unknown column: \"""" + columnName + ""\"""");
        return idx;
    }",Schema.getIndexOfColumn,https://github.com/deeplearning4j/deeplearning4j/blob/effce52f2afd7eeb53c5bcca699fcd90bd06822f/datavec/datavec-api/src/main/java/org/datavec/api/transform/schema/Schema.java#L250-L255,1.3711445
deducting the median from each column,"public double getTotal(String label) {
	    int labelId = labelMap.get(label);
	    int labelTotal = 0;
	    for (int i = 0; i < labels.size(); i++) {
	      labelTotal += confusionMatrix[labelId][i];
	    }
	    return labelTotal;
	  }",ConfusionMatrix.getTotal,https://github.com/PeterisP/LVTagger/blob/b3d44bab9ec07ace0d13612c448a6b7298c1f681/src/main/java/lv/lumii/ner/analysis/ConfusionMatrix.java#L78-L85,1.3686836
deducting the median from each column,"public void indexColumns(int startColumnIndex) {
        int i = startColumnIndex;
        for (Column column : columns.keySet()) {
            column.columnIndex = i++;
        }
        i++;
    }",ColumnList.indexColumns,https://github.com/pietermartin/sqlg/blob/c1845a1b31328a5ffda646873b0369ee72af56a7/sqlg-core/src/main/java/org/umlg/sqlg/sql/parse/ColumnList.java#L256-L262,1.367481
deducting the median from each column,"public int nextInt(int origin, int bound) {
        if (origin >= bound)
            throw new IllegalArgumentException(BAD_RANGE);
        return internalNextInt(origin, bound);
    }",ThreadLocalRandom.nextInt,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/libcore/ojluni/src/main/java/java/util/concurrent/ThreadLocalRandom.java#L322-L326,1.3672926
concatenate several file remove header lines,"@Override
  public void link(final CCTask task, final File outputFile, final String[] sourceFiles,
      final CommandLineLinkerConfiguration config) {
    //
    // delete any existing library
    outputFile.delete();
    //
    // build a new library
    super.link(task, outputFile, sourceFiles, config);
  }",OpenWatcomLibrarian.link,https://github.com/maven-nar/nar-maven-plugin/blob/3c622e2024296b4203431bbae3bde290a01dac00/src/main/java/com/github/maven_nar/cpptasks/openwatcom/OpenWatcomLibrarian.java#L233-L242,1.3273859
concatenate several file remove header lines,"ActiveFile addOngoingCreates(Block block, ActiveFile af) {
    return ongoingCreates.put(block, af);
  }",NamespaceMap.addOngoingCreates,https://github.com/facebookarchive/hadoop-20/blob/2a29bc6ecf30edb1ad8dbde32aa49a317b4d44f4/src/hdfs/org/apache/hadoop/hdfs/server/datanode/NamespaceMap.java#L345-L347,1.3267776
concatenate several file remove header lines,"public HalPathImpl replaceHalPathIndex(int index) {
    List<Token> newTokens = new ArrayList<>(halTokens);
    Token lastToken = newTokens.remove(newTokens.size() - 1);
    newTokens.add(new Token(lastToken.getName(), index, lastToken.identifier));
    return new HalPathImpl(newTokens, jsonTokens);
  }",HalPathImpl.replaceHalPathIndex,https://github.com/wcm-io-caravan/caravan-hal/blob/25d58756b58c70c8c48a17fe781e673dd93d5085/comparison/src/main/java/io/wcm/caravan/hal/comparison/impl/context/HalPathImpl.java#L78-L83,1.3249317
concatenate several file remove header lines,"private void readFileHeader(String line, List<String> algorithms)
  {
    // #File,sha1,md5,...
    String[] split = line.split(CsvSummaryFileTarget.CSV_COLUMN_SEPARATOR);
    for ( int i = 1 ; i < split.length ; i++ )
    {
      algorithms.add(split[i]);
    }
  }",DependenciesCheckMojo.readFileHeader,https://github.com/nicoulaj/checksum-maven-plugin/blob/8d8feab8a0a34e24ae41621e7372be6387e1fe55/src/main/java/net/nicoulaj/maven/plugins/checksum/mojo/DependenciesCheckMojo.java#L304-L312,1.3238038
concatenate several file remove header lines,"public HalPathImpl replaceJsonPathIndex(int index) {
    List<Token> newTokens = new ArrayList<>(jsonTokens);
    Token lastToken = newTokens.remove(newTokens.size() - 1);
    newTokens.add(new Token(lastToken.getName(), index, null));
    return new HalPathImpl(halTokens, newTokens);
  }",HalPathImpl.replaceJsonPathIndex,https://github.com/wcm-io-caravan/caravan-hal/blob/25d58756b58c70c8c48a17fe781e673dd93d5085/comparison/src/main/java/io/wcm/caravan/hal/comparison/impl/context/HalPathImpl.java#L89-L94,1.3207366
concatenate several file remove header lines,"private Process createProcess(final File sourceFile)
      throws IOException {
    notNull(sourceFile);
    final String[] commandLine = getCommandLine(sourceFile.getPath());
    LOG.debug(""CommandLine arguments: {}"", Arrays.asList(commandLine));
    return new ProcessBuilder(commandLine).redirectErrorStream(true).start();
  }",NodeLessCssProcessor.createProcess,https://github.com/wro4j/wro4j/blob/d2a3de71ab8bf0af7061fb6327501e08198338df/wro4j-extensions/src/main/java/ro/isdc/wro/extensions/processor/css/NodeLessCssProcessor.java#L155-L161,1.3203666
concatenate several file remove header lines,"public HalResource removeLink(String relation, int index) {
    return removeResource(HalResourceType.LINKS, relation, index);
  }",HalResource.removeLink,https://github.com/wcm-io-caravan/caravan-hal/blob/25d58756b58c70c8c48a17fe781e673dd93d5085/resource/src/main/java/io/wcm/caravan/hal/resource/HalResource.java#L440-L442,1.3198848
concatenate several file remove header lines,"public static final String concat(final String path, final String last)
    {
        return normalize(normalize(path) + SINGLE_SLASH + normalize(trunk(last)));
    }",FileUtils.concat,https://github.com/themodernway/themodernway-server-core/blob/fe879428c0add80d6145acdde70f96afd2daa604/src/main/groovy/com/themodernway/server/core/file/FileUtils.java#L178-L181,1.3190691
concatenate several file remove header lines,"@Override
  public void deleteFileFromWithinApk(String file) throws ShellCommandException,
      AndroidSdkException {
    CommandLine line = new CommandLine(AndroidSdk.aapt());
    line.addArgument(""remove"", false);
    line.addArgument(apkFile.getAbsolutePath(), false);
    line.addArgument(file, false);

    ShellCommand.exec(line, 20000);
  }",DefaultAndroidApp.deleteFileFromWithinApk,https://github.com/selendroid/selendroid/blob/a32c1a96c973b80c14a588b1075f084201f7fe94/selendroid-standalone/src/main/java/io/selendroid/standalone/android/impl/DefaultAndroidApp.java#L104-L113,1.3187557
concatenate several file remove header lines,"public static StringBuilder newHeaderBuilder(StringBuilder baseUrl) {
        StringBuilder sb = new StringBuilder(baseUrl);
        if (endsWith(baseUrl, '/')) {
            deleteLastCharacter(sb);
        }
        return sb;
    }",OkHttpRestfulClient.newHeaderBuilder,https://github.com/jamesagnew/hapi-fhir/blob/150a84d52fe691b7f48fcb28247c4bddb7aec352/hapi-fhir-client-okhttp/src/main/java/ca/uhn/fhir/okhttp/client/OkHttpRestfulClient.java#L160-L166,1.3169464
parse query string in url,"private URL parseUrlStr(String urlStr) {
        try {
            // TODO shouldn't we check if it is ""?"" or ""&"" according to the existence of a querystring part in the configuration URL?
            return new URL(urlStr + ""?"" + buildQueryString());
        } catch (MalformedURLException e) {
            throw new RuntimeException(e);
        }
    }",InfluxDbOutputWriter.parseUrlStr,https://github.com/jmxtrans/jmxtrans-agent/blob/4529593c4c8c86a8ea74146d8a645061144928f6/src/main/java/org/jmxtrans/agent/influxdb/InfluxDbOutputWriter.java#L112-L119,1.3753471
parse query string in url,"public static String queryJSON(String url, String jpath) throws JsonProcessingException, IOException {
		return queryJSON(url, JsonPointer.compile(jpath));
	}",JSONUtil.queryJSON,https://github.com/ansell/csvsum/blob/6916f4d9ca48ceb940c668778626a3c9ce26587a/src/main/java/com/github/ansell/csv/util/JSONUtil.java#L124-L126,1.3666662
parse query string in url,"@Override
	public QueryParsingResult parseQuery(SessionFactoryImplementor sessionFactory, String queryString) {
		QueryParser queryParser = new QueryParser();
		InfinispanRemoteProcessingChain processingChain = createProcessingChain( sessionFactory );
		InfinispanRemoteQueryParsingResult result = queryParser.parseQuery( queryString, processingChain );

		log.createdQuery( queryString, result );

		return result;
	}",InfinispanRemoteBasedQueryParserService.parseQuery,https://github.com/hibernate/hibernate-ogm/blob/9ea971df7c27277029006a6f748d8272fb1d69d2/infinispan-remote/src/main/java/org/hibernate/ogm/datastore/infinispanremote/query/parsing/impl/InfinispanRemoteBasedQueryParserService.java#L40-L49,1.3657424
parse query string in url,"public static String encodeQuery(String url, String charset) throws UtilException {
		return encodeQuery(url, StrUtil.isBlank(charset) ? CharsetUtil.defaultCharset() : CharsetUtil.charset(charset));
	}",URLUtil.encodeQuery,https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-core/src/main/java/cn/hutool/core/util/URLUtil.java#L332-L334,1.3618094
parse query string in url,"public static String query(CharSequence s) throws IllegalArgumentException
   {
      try {
         return URLEncoder.encode(s.toString(), UTF8.name());
      }
      catch (UnsupportedEncodingException e) {
         throw new IllegalArgumentException(e);
      }
   }",Encoder.query,https://github.com/ocpsoft/rewrite/blob/eded0bad0101d119a3a1e67ed3f97a3bc9a8222e/addressbuilder/src/main/java/org/ocpsoft/urlbuilder/util/Encoder.java#L42-L50,1.360592
parse query string in url,"public static UrlParams parse(String query, Charset charset) {
        if (query == null) {
            return new UrlParams();
        } else {
            UrlParams urlParams = new UrlParams();
            urlParams.addAll(URLEncodedUtils.parse(query, charset));
            return urlParams;
        }
    }",UrlParams.parse,https://github.com/PawelAdamski/HttpClientMock/blob/0205498434bbc0c78c187a51181cac9b266a28fb/src/main/java/com/github/paweladamski/httpclientmock/UrlParams.java#L15-L23,1.3599664
parse query string in url,"public static QueryString build(final String url)
   {
      QueryString queryString = new QueryString();
      queryString.addParameters(url);
      return queryString;
   }",QueryString.build,https://github.com/ocpsoft/rewrite/blob/eded0bad0101d119a3a1e67ed3f97a3bc9a8222e/config-prettyfaces/src/main/java/com/ocpsoft/pretty/faces/url/QueryString.java#L74-L79,1.359183
