query,function,identifier,url,score
all permutations of a list,"def alphabetical_sort(list_to_sort: Iterable[str]) -> List[str]:
    """"""Sorts a list of strings alphabetically.

    For example: ['a1', 'A11', 'A2', 'a22', 'a3']

    To sort a list in place, don't call this method, which makes a copy. Instead, do this:

    my_list.sort(key=norm_fold)

    :param list_to_sort: the list being sorted
    :return: the sorted list
    """"""
    return sorted(list_to_sort, key=norm_fold)",alphabetical_sort,https://github.com/python-cmd2/cmd2/blob/b22c0bd891ed08c8b09df56df9d91f48166a5e2a/cmd2/utils.py#L211-L223,1.2678287
all permutations of a list,"def sort(self, *, key: Optional[Callable[[Any], Any]] = None, reverse: bool = False) -> None:
        """"""
        Sort _WeakList.
        :param key: Key by which to sort, default None.
        :param reverse: True if return reversed WeakList, false by default.
        """"""
        return list.sort(self, key=self._sort_key(key), reverse=reverse)",_WeakList.sort,https://github.com/PatrikValkovic/grammpy/blob/879ce0ef794ac2823acc19314fcd7a8aba53e50f/grammpy/representation/support/_WeakList.py#L205-L211,1.2674764
all permutations of a list,"def sort(self, iterator):
        iterator = ChunkedIterator(iterator, self.max_lines)
        return self._get_sorted_iterator(iterator)",Sorter.sort,https://github.com/childsish/lhc-python/blob/0a669f46a40a39f24d28665e8b5b606dc7e86beb/lhc/tools/sorter.py#L16-L18,1.2656249
all permutations of a list,"def sort(self, f=lambda d: d[""t""]):
        """"""Sort here works by sorting by timestamp by default""""""
        list.sort(self, key=f)
        return self",DatapointArray.sort,https://github.com/connectordb/connectordb-python/blob/2092b0cb30898139a247176bcf433d5a4abde7cb/connectordb/_datapointarray.py#L41-L44,1.264998
extract latitude and longitude from given input,"def get_lons_from_cartesian(x__, y__):
    """"""Get longitudes from cartesian coordinates.
    """"""
    return rad2deg(arccos(x__ / sqrt(x__ ** 2 + y__ ** 2))) * sign(y__)",get_lons_from_cartesian,https://github.com/pytroll/python-geotiepoints/blob/7c5cc8a887f8534cc2839c716c2c560aeaf77659/geotiepoints/geointerpolator.py#L87-L90,1.4205985
extract latitude and longitude from given input,"def get_cartesian(lat, lon):
    """"""
    the x-axis goes through long,lat (0,0), so longitude 0 meets the equator;
    the y-axis goes through (0,90);
    and the z-axis goes through the poles.

    In other words:
    * (0, 0, 0) is the center of earth
    * (0, 0, R) is the north pole
    * (0, 0, -R) is the south pole
    * (R, 0, 0) is somewhere in africa?

    :param lat: latitude in radians
    :param lon: longitude in radians
    """"""
    R = 6371000.0  # metres
    x = R * math.cos(lat) * math.cos(lon)
    y = R * math.cos(lat) * math.sin(lon)
    z = R * math.sin(lat)
    return [x, y, z]",get_cartesian,https://github.com/MartinThoma/geocodertools/blob/d590dbde7b03497df713bd9ae17d739319e87096/geocodertools/reverse.py#L75-L94,1.400473
extract latitude and longitude from given input,"def cartesian(lon, lat):
    """"""
    Converts spherical positions in (lon, lat) to cartesian coordiantes [x,y,z].
    For the purposes of this library's focus on orientations, this operates in a
    *north = vertical* framework. That is, positions around the equator are in the
    [x,y] plane, and dipping planes occur with higher latitudes.

    This is intuitive for strike and dip representations, as it maps
    (strike, dip) to (lon, lat). However, we note that it is distinct from the
    traditional stereonet representation, which puts the X-Y plane along the prime
    meridian.
    """"""
    return N.array([
        N.cos(lat)*N.cos(lon),
        N.cos(lat)*N.sin(lon),
        N.sin(lat)
        ])",cartesian,https://github.com/davenquinn/Attitude/blob/2ce97b9aba0aa5deedc6617c2315e07e6396d240/attitude/coordinates/rotations.py#L40-L56,1.400017
extract latitude and longitude from given input,"def parse_lat_lon(point_str):
    lat, lon = map(float, point_str.split(','))
    return lat, lon",parse_lat_lon,https://github.com/cga-harvard/Hypermap-Registry/blob/899a5385b15af7fba190ab4fae1d41e47d155a1b/hypermap/search_api/utils.py#L260-L262,1.3964696
extract latitude and longitude from given input,"def lon_lat(value):
    """"""
    :param value: a pair of coordinates
    :returns: a tuple (longitude, latitude)

    >>> lon_lat('12 14')
    (12.0, 14.0)
    """"""
    lon, lat = value.split()
    return longitude(lon), latitude(lat)",lon_lat,https://github.com/gem/oq-engine/blob/8294553a0b8aba33fd96437a35065d03547d0040/openquake/hazardlib/valid.py#L437-L446,1.3957212
extract latitude and longitude from given input,"def extractDate(self, inp):
        """"""Returns the first date found in the input string, or None if not
        found.""""""
        dates = self.extractDates(inp)
        for date in dates:
            return date
        return None",DateService.extractDate,https://github.com/crm416/semantic/blob/46deb8fefb3ea58aad2fedc8d0d62f3ee254b8fe/semantic/dates.py#L380-L386,1.3945956
extract latitude and longitude from given input,"def get_angle_between_points(point_from: Point, point_to: Point) -> float:
	y = point_to.y - point_from.y
	x = point_to.x - point_from.x

	angle = math.atan2(y, x)

	# transformation from (-pi, pi) to (0, 2pi)
	angle_trans = angle if angle > 0 else 2 * math.pi - abs(angle)

	return angle_trans",get_angle_between_points,https://github.com/aicenter/roadmap-processing/blob/d9fb6e0b3bc1f11302a9e2ac62ee6db9484e2018/roadmaptools/shp.py#L102-L111,1.3942825
extract latitude and longitude from given input,"def binom(x: int, y: int) -> int:
    try:
        return math.factorial(x) // math.factorial(y) // math.factorial(x - y)
    except ValueError:
        return 0",binom,https://github.com/niklasf/python-chess/blob/d91f986ca3e046b300a0d7d9ee2a13b07610fe1a/chess/syzygy.py#L316-L320,1.3940098
extract latitude and longitude from given input,"def cartesian(self,lon,lat):
        lon = np.radians(lon)
        lat = np.radians(lat) 
        
        x = np.cos(lat) * np.cos(lon)
        y = np.cos(lat) * np.sin(lon)
        z =  np.sin(lat)
        return np.array([x,y,z])",SphericalRotator.cartesian,https://github.com/DarkEnergySurvey/ugali/blob/21e890b4117fc810afb6fb058e8055d564f03382/ugali/utils/projector.py#L55-L62,1.3877676
extract latitude and longitude from given input,"def angsep(self,lon,lat):
        return angsep(self.lon,self.lat,lon,lat)",EllipticalKernel.angsep,https://github.com/DarkEnergySurvey/ugali/blob/21e890b4117fc810afb6fb058e8055d564f03382/ugali/analysis/kernel.py#L169-L170,1.3849874
how to check if a checkbox is checked,"def checkbox_check(self, force_check=False):
        """"""
        Wrapper to check a  checkbox
        """"""
        if not self.get_attribute('checked'):
            self.click(force_click=force_check)",WebElementWrapper.checkbox_check,https://github.com/Shapeways/coyote_framework/blob/cb29899b984a21d56bf65d0b1d907073948fe16c/coyote_framework/webdriver/webdriverwrapper/WebElementWrapper.py#L655-L660,1.3796644
how to check if a checkbox is checked,"def box_count_equals(self, boxes: Set[Box], count: int) -> bool:
        return len(boxes) == count",NlvrLanguage.box_count_equals,https://github.com/allenai/allennlp/blob/648a36f77db7e45784c047176074f98534c76636/allennlp/semparse/domain_languages/nlvr_language.py#L416-L417,1.3731573
how to check if a checkbox is checked,"def _is_valid_position(self, position):
        '''
        check if given position is valid for this collection
        '''
        row, col = position
        valid_r = row in self.row_labels
        valid_c = col in self.col_labels
        return valid_r and valid_c",OrderedCollection._is_valid_position,https://github.com/eyurtsev/FlowCytometryTools/blob/4355632508b875273d68c7e2972c17668bcf7b40/FlowCytometryTools/core/bases.py#L838-L845,1.372051
how to check if a checkbox is checked,"def isVisible( self ):
        """"""
        Returns whether or not this item is visible.
        
        :return     <bool>
        """"""
        layer = self.layer()
        if layer and not layer.isVisible():
            return False
        
        return self._visible",XNode.isVisible,https://github.com/bitesofcode/projexui/blob/f18a73bec84df90b034ca69b9deea118dbedfc4d/projexui/widgets/xnodewidget/xnode.py#L1134-L1144,1.3700486
how to check if a checkbox is checked,"def is_checkbox(field):
    return field.field.widget.__class__.__name__ == CheckboxInput(
    ).__class__.__name__",is_checkbox,https://github.com/chrisdev/django-foundation-formtags/blob/31375d620718f337ea72fa3f18f1c44666e70f40/foundation_formtags/templatetags/foundation_formtags.py#L33-L35,1.3662676
how to check if a checkbox is checked,"def valid(self):
        if not validate(
                len(self.get_abbrs()) > 0,
                _(""You must specify at least one abbreviation""),
                self.addButton,
                self.ui):
            return False

        return True",AbbrSettingsDialog.valid,https://github.com/autokey/autokey/blob/35decb72f286ce68cd2a1f09ace8891a520b58d1/lib/autokey/gtkui/dialogs.py#L246-L254,1.3658348
how to check if a checkbox is checked,"def _validate(self):
        super(PositiveWindowLengthMixin, self)._validate()
        if not self.windowed:
            raise WindowLengthNotPositive(window_length=self.window_length)",PositiveWindowLengthMixin._validate,https://github.com/quantopian/zipline/blob/77ad15e6dc4c1cbcdc133653bac8a63fc704f7fe/zipline/pipeline/mixins.py#L41-L44,1.364836
how to check if a checkbox is checked,"def is_valid(self):
        """"""returns `True` if the report should be sent.""""""
        if not self.total:
            return False
        if not self.contributor.freelanceprofile.is_freelance:
            return False
        return True",ContributorReport.is_valid,https://github.com/theonion/django-bulbs/blob/0c0e6e3127a7dc487b96677fab95cacd2b3806da/bulbs/contributions/email.py#L71-L77,1.3624822
how to check if a checkbox is checked,"def is_valid_int(value):
        """"""Test if value can be rendered out of int.""""""
        if 0 <= value <= Parameter.MAX:  # This includes ON and OFF
            return True
        if value == Parameter.UNKNOWN_VALUE:
            return True
        if value == Parameter.CURRENT_POSITION:
            return True
        return False",Parameter.is_valid_int,https://github.com/Julius2342/pyvlx/blob/ee78e1324bcb1be5b8d1a9d05ab5496b72eae848/pyvlx/parameter.py#L37-L45,1.3623681
how to check if a checkbox is checked,"def is_valid_mpls_label(label):
    """"""Validates `label` according to MPLS label rules

    RFC says:
    This 20-bit field.
    A value of 0 represents the ""IPv4 Explicit NULL Label"".
    A value of 1 represents the ""Router Alert Label"".
    A value of 2 represents the ""IPv6 Explicit NULL Label"".
    A value of 3 represents the ""Implicit NULL Label"".
    Values 4-15 are reserved.
    """"""
    if (not isinstance(label, numbers.Integral) or
            (4 <= label <= 15) or
            (label < 0 or label > 2 ** 20)):
        return False

    return True",is_valid_mpls_label,https://github.com/osrg/ryu/blob/6f906e72c92e10bd0264c9b91a2f7bb85b97780c/ryu/services/protocols/bgp/utils/validation.py#L168-L184,1.3621976
converting uint8 array to image,"def _convert_uint8(im):
    if im.dtype != np.uint8:
        im = np.uint8(im * 255)
    return im",_convert_uint8,https://github.com/dade-ai/snipy/blob/408520867179f99b3158b57520e2619f3fecd69b/snipy/img/imageutil.py#L479-L482,1.3543772
converting uint8 array to image,"def uint8_to_float(img):
    result = np.ndarray(shape=img.shape, dtype='float')
    result[:] = img * (1. / 255)
    return result",uint8_to_float,https://github.com/brycedrennan/eulerian-magnification/blob/9ae0651fe3334176300d183f8240ad36d77759a9/eulerian_magnification/transforms.py#L5-L8,1.3283201
converting uint8 array to image,"def upscale_uint8_image(img, as_uint16):
    if as_uint16:
        return np.asarray(img, np.uint16) * 256

    return img",upscale_uint8_image,https://github.com/sony/nnabla/blob/aaf3d33b7cbb38f2a03aa754178ba8f7c8481320/python/src/nnabla/utils/image_utils/common.py#L55-L59,1.3281465
converting uint8 array to image,"def to_pil(*images):
    images = [Image.fromarray((image).astype(np.uint8)) for image in images]
    if len(images) == 1:
        return images[0]
    else:
        return images",to_pil,https://github.com/neptune-ml/steppy-toolkit/blob/bf3f48cfcc65dffc46e65ddd5d6cfec6bb9f9132/toolkit/utils.py#L19-L24,1.3273923
converting uint8 array to image,"def to_gray(img):
    gray = cv2.cvtColor(img, cv2.COLOR_RGB2GRAY)
    return cv2.cvtColor(gray, cv2.COLOR_GRAY2RGB)",to_gray,https://github.com/albu/albumentations/blob/b31393cd6126516d37a84e44c879bd92c68ffc93/albumentations/augmentations/functional.py#L889-L891,1.3265127
converting uint8 array to image,"def to_uint8(self):
        """"""
        Convert this heatmaps object to a 0-to-255 array.

        Returns
        -------
        arr_uint8 : (H,W,C) ndarray
            Heatmap as a 0-to-255 array (dtype is uint8).

        """"""
        # TODO this always returns (H,W,C), even if input ndarray was originall (H,W)
        # does it make sense here to also return (H,W) if self.arr_was_2d?
        arr_0to255 = np.clip(np.round(self.arr_0to1 * 255), 0, 255)
        arr_uint8 = arr_0to255.astype(np.uint8)
        return arr_uint8",HeatmapsOnImage.to_uint8,https://github.com/aleju/imgaug/blob/786be74aa855513840113ea523c5df495dc6a8af/imgaug/augmentables/heatmaps.py#L392-L406,1.3256477
converting uint8 array to image,"def float_to_uint8(img):
    result = np.ndarray(shape=img.shape, dtype='uint8')
    result[:] = img * 255
    return result",float_to_uint8,https://github.com/brycedrennan/eulerian-magnification/blob/9ae0651fe3334176300d183f8240ad36d77759a9/eulerian_magnification/transforms.py#L11-L14,1.3254309
converting uint8 array to image,"def pil_image_to_ndarray(pil_image, grayscale, num_channels):
    ret = convert_pil(pil_image, grayscale, num_channels)
    return np.asarray(ret, dtype=np.uint8)",pil_image_to_ndarray,https://github.com/sony/nnabla/blob/aaf3d33b7cbb38f2a03aa754178ba8f7c8481320/python/src/nnabla/utils/image_utils/pil_utils.py#L60-L62,1.3229364
converting uint8 array to image,"def get_image_as_array(self):
        return self.getwin_array(order=self.rgb_order, dtype=np.uint8)",ImageViewMock.get_image_as_array,https://github.com/ejeschke/ginga/blob/a78c893ec6f37a837de851947e9bb4625c597915/ginga/mockw/ImageViewMock.py#L108-L109,1.3197972
converting uint8 array to image,"def upscale_float_image(img, as_uint16):
    if as_uint16:
        return np.asarray((img * 65535), np.uint16)

    return np.asarray((img * 255), np.uint8)",upscale_float_image,https://github.com/sony/nnabla/blob/aaf3d33b7cbb38f2a03aa754178ba8f7c8481320/python/src/nnabla/utils/image_utils/common.py#L62-L66,1.3194171
memoize to disk  - persistent memoization,"def get_cache(filename: str):
    cache_filename = get_cache_filename(filename)
    with codecs.open(cache_filename, 'r', 'utf-8') as f:
        return f.read()",get_cache,https://github.com/SF-Zhou/st/blob/951d8eaaeaa950f8a0c40ef4588941b8a8595a5b/st/make_cache.py#L42-L45,1.347668
memoize to disk  - persistent memoization,"def save_cache(data, filename):
    """"""Save cookies to a file.""""""
    with open(filename, 'wb') as handle:
        pickle.dump(data, handle)",save_cache,https://github.com/MisterWil/abodepy/blob/6f84bb428fd1da98855f55083cd427bebbcc57ae/abodepy/utils.py#L6-L9,1.3395811
memoize to disk  - persistent memoization,"def cache(self):
        """"""
        Persist this RDD with the default storage level (C{MEMORY_ONLY}).
        """"""
        self.is_cached = True
        self.persist(StorageLevel.MEMORY_ONLY)
        return self",RDD.cache,https://github.com/apache/spark/blob/618d6bff71073c8c93501ab7392c3cc579730f0b/python/pyspark/rdd.py#L223-L229,1.336521
memoize to disk  - persistent memoization,"def get_cache_filename(filename: str):
    cache_dir = get_cache_dir()
    return os.path.join(cache_dir, get_file_name(filename) + '.cache')",get_cache_filename,https://github.com/SF-Zhou/st/blob/951d8eaaeaa950f8a0c40ef4588941b8a8595a5b/st/make_cache.py#L20-L22,1.3356524
memoize to disk  - persistent memoization,"def cache_key(self):
        """"""The name in a form suitable for use as a cache-key""""""
        try:
            return self.path
        except TypeError:
            raise TypeError(""self.path is invalild: '{}', '{}'"".format(str(self.path), type(self.path)))",Name.cache_key,https://github.com/CivicSpleen/ambry/blob/d7f2be4bf1f7ffd086f3fadd4fcae60c32473e42/ambry/identity.py#L260-L265,1.3353474
memoize to disk  - persistent memoization,"def _save_cache(self):
        """"""Trigger a cache save.""""""
        if not self._disable_cache:
            UTILS.save_cache(self._cache, self._cache_path)",Abode._save_cache,https://github.com/MisterWil/abodepy/blob/6f84bb428fd1da98855f55083cd427bebbcc57ae/abodepy/__init__.py#L475-L478,1.3336762
memoize to disk  - persistent memoization,"def set_cache(filename: str, value: object):
    cache_filename = get_cache_filename(filename)
    with codecs.open(cache_filename, 'w', 'utf-8') as f:
        f.write(value)",set_cache,https://github.com/SF-Zhou/st/blob/951d8eaaeaa950f8a0c40ef4588941b8a8595a5b/st/make_cache.py#L48-L51,1.3330165
memoize to disk  - persistent memoization,"def save_output_in_cache(name, filename, output):
    """"""Saves output in the cache location.

    Args:
      name: string: name of the linter.
      filename: string: path of the filename for which we are saving the output.
      output: string: full output (not yet filetered) of the lint command.
    """"""
    cache_filename = _get_cache_filename(name, filename)
    with _open_for_write(cache_filename) as f:
        f.write(output)",save_output_in_cache,https://github.com/sk-/git-lint/blob/4f19ec88bfa1b6670ff37ccbfc53c6b67251b027/gitlint/utils.py#L106-L116,1.3329754
memoize to disk  - persistent memoization,"def create_cache(self, **kwargs):
        """"""
        Creates an instance of the Cache Service.
        """"""
        cache = predix.admin.cache.Cache(**kwargs)
        cache.create(**kwargs)
        cache.add_to_manifest(self)
        return cache",Manifest.create_cache,https://github.com/PredixDev/predixpy/blob/a0cb34cf40f716229351bb6d90d6ecace958c81f/predix/admin/app.py#L192-L199,1.3317754
memoize to disk  - persistent memoization,"def cache(cache_directory_path):
    """"""Display / set / update the dtool cache directory.""""""
    if not cache_directory_path:
        click.secho(dtool_config.utils.get_cache(
            CONFIG_PATH,
        ))
    else:
        click.secho(dtool_config.utils.set_cache(
            CONFIG_PATH,
            cache_directory_path
        ))",cache,https://github.com/jic-dtool/dtool-config/blob/21afa99a6794909e1d0180a45895492b4b726a51/dtool_config/cli.py#L113-L123,1.3317499
parse command line argument,"def parse_command_line(args: List[str] = None, final: bool = True) -> List[str]:
    """"""Parses global options from the command line.

    See `OptionParser.parse_command_line`.
    """"""
    return options.parse_command_line(args, final=final)",parse_command_line,https://github.com/tornadoweb/tornado/blob/b8b481770bcdb333a69afde5cce7eaa449128326/tornado/options.py#L693-L698,1.2945707
parse command line argument,"def parse_command_line_arguments():
    # command line arguments
    parser = argparse.ArgumentParser()
    parser.add_argument( 'xdatcar' )
    args = parser.parse_args()
    return( args )",parse_command_line_arguments,https://github.com/bjmorgan/vasppy/blob/cc2d1449697b17ee1c43715a02cddcb1139a6834/vasppy/scripts/xdatcar_to_disp.py#L7-L12,1.2885419
parse command line argument,"def _parseCommandLine():
    parser = argparse.ArgumentParser(description='Qutepart test application')
    parser.add_argument('-b, --binary', action='store_true', dest='binary',
                        help='Use binary parser. Do ./setup.py build before using this flag')
    parser.add_argument('-d, --debug', action='store_true', dest='debug', help='Enable debug output')
    parser.add_argument('-q, --quit', action='store_true', dest='quit', help='Quit just after start')
    parser.add_argument('-l, --language', action='store_true', dest='show_language',
                        help='Print detected language when starting')
    parser.add_argument('-c, --completions', dest='completions',
                        help='A comma separated list of additional word completions')
    parser.add_argument('file', help='File to open')

    return parser.parse_args()",_parseCommandLine,https://github.com/andreikop/qutepart/blob/109d76b239751318bcef06f39b2fbbf18687a40b/editor.py#L12-L24,1.2882732
parse command line argument,"def parse_args(self,commandLine):
        if isinstance(commandLine, basestring):
            commandLine = shlex.split(commandLine)
        return super(CommandArgumentParser,self).parse_args(commandLine)",CommandArgumentParser.parse_args,https://github.com/earlye/nephele/blob/a7dadc68f4124671457f09119419978c4d22013e/nephele/CommandArgumentParser.py#L31-L34,1.285884
parse command line argument,"def _parse_cmd_arguments():
    parser = argparse.ArgumentParser(
        description=""Show piecewise linear transformation.""
    )
    parser.add_argument(""infile"", help=""input data file"")
    return parser.parse_args()",_parse_cmd_arguments,https://github.com/nschloe/colorio/blob/357d6001b3cf30f752e23726bf429dc1d1c60b3a/experiments/show_transformation.py#L99-L104,1.2833174
parse command line argument,"def parse_args(args=None):
    parser = get_parser()
    args = parser.parse_args(args)
    return args, parser",parse_args,https://github.com/johnnoone/facts/blob/82d38a46c15d9c01200445526f4c0d1825fc1e51/facts/__main__.py#L62-L65,1.2826587
parse command line argument,"def parseArgs():
    """"""Parses arguments passed in via the command line""""""
    parser = argparse.ArgumentParser()
    parser.add_argument(""name"", help=""the file you want to split"")
    parser.add_argument(""out1"", help=""the name of the first file you want to output"")
    parser.add_argument(""out2"", help=""the name of the second file you want to output"")
    return parser.parse_args()",parseArgs,https://github.com/benfb/dars/blob/66778de8314f7dcec50ef706abcea84a9b3d9c7e/dars/__init__.py#L72-L78,1.2819678
parse command line argument,"def _arg_parser():
    """"""Factory for creating the argument parser""""""
    parser = argparse.ArgumentParser(description=__doc__)
    parser.add_argument('xml', nargs='*')
    return parser",_arg_parser,https://github.com/openstax/cnxml/blob/ddce4016ef204c509861cdc328815ddc361378c9/cnxml/cli.py#L27-L31,1.2806885
parse command line argument,"def parse_command_args():
    """"""Command line parser.""""""
    parser = argparse.ArgumentParser(description='Register PB devices.')
    parser.add_argument('num_pb', type=int,
                        help='Number of PBs devices to register.')
    return parser.parse_args()",parse_command_args,https://github.com/SKA-ScienceDataProcessor/integration-prototype/blob/8c8006de6ad71dcd44114b0338780738079c87d4/sip/tango_control/tango_processing_block/app/register_devices.py#L11-L16,1.280572
parse command line argument,"def parse_args():
    parser = argparse.ArgumentParser(usage='Connects to the Calculator server \
at the given address and does some RPCs')
    parser.add_argument(""host"", help=""HOST:PORT"")

    return parser.parse_args()",parse_args,https://github.com/capnproto/pycapnp/blob/cb3f190b955bdb1bfb6e0ac0b2f9306a5c79f7b5/examples/calculator_client.py#L27-L32,1.2803582
how to read the contents of a .gz compressed file?,"def tensor_dim_to_size_per_split(layout, mesh_shape, tensor_dim):
  return tensor_dim.size // tensor_dim_to_mesh_dim_size(
      layout, mesh_shape, tensor_dim)",tensor_dim_to_size_per_split,https://github.com/tensorflow/mesh/blob/3921196e5e43302e820da0a87329f25d7e2a3016/mesh_tensorflow/ops.py#L5135-L5137,0.85842323
how to read the contents of a .gz compressed file?,"def decode_kempressed(bytestring):
  """"""subvol not bytestring since numpy conversion is done inside fpzip extension.""""""
  subvol = fpzip.decompress(bytestring, order='F')
  return np.swapaxes(subvol, 3,2) - 2.0",decode_kempressed,https://github.com/seung-lab/cloud-volume/blob/d2fd4500333f1bc3cd3e3919a8b649cec5d8e214/cloudvolume/chunks.py#L143-L146,0.8569443
how to read the contents of a .gz compressed file?,"def eas2tas(eas, h):
    """""" Equivalent airspeed to true airspeed """"""
    rho = density(h)
    tas = eas * np.sqrt(rho0 / rho)
    return tas",eas2tas,https://github.com/xoolive/traffic/blob/d1a8878098f16759f6b6e0e8d8b8f32e34a680a8/traffic/core/aero.py#L313-L317,0.856167
how to read the contents of a .gz compressed file?,"def split(number):
    whole = int(number)
    fraction = number - whole
    return (whole, fraction)",split,https://github.com/debrouwere/python-ballpark/blob/0b871cdf5b4b5f50e5f3f3d044558801783381c4/ballpark/utils.py#L28-L31,0.85442924
how to read the contents of a .gz compressed file?,"def to_binary(decimal, length):
        """"""
        Given a decimal, generate the binary equivalent string of
        given length.
        e.g. binary(2, 5) = 00010
        """"""
        b = bitstring.Bits(int=decimal, length=length)
        return b.bin",Encoder.to_binary,https://github.com/ngmiller/mipsy/blob/78c058f44685765193acd386e81fada3b4187b95/mipsy/encoder.py#L197-L204,0.8537558
how to read the contents of a .gz compressed file?,"def image_size(filename):
    from PIL import Image

    image = Image.open(filename)
    return image.size",image_size,https://github.com/limodou/uliweb/blob/34472f25e4bc0b954a35346672f94e84ef18b076/uliweb/utils/image.py#L70-L74,0.8528628
how to read the contents of a .gz compressed file?,"def read_binary_string(f):
    size = read_short(f)
    contents = f.read(size)
    return contents",read_binary_string,https://github.com/datastax/python-driver/blob/30a80d0b798b1f45f8cb77163b1fa791f3e3ca29/cassandra/protocol.py#L1267-L1270,0.8525503
how to read the contents of a .gz compressed file?,"def read(reader):
        constructor = reader.read_int(signed=False)
        assert constructor == GzipPacked.CONSTRUCTOR_ID
        return gzip.decompress(reader.tgread_bytes())",GzipPacked.read,https://github.com/LonamiWebs/Telethon/blob/1ead9757d366b58c1e0567cddb0196e20f1a445f/telethon/tl/core/gzippacked.py#L32-L35,0.85037446
how to read the contents of a .gz compressed file?,"def read_binary_longstring(f):
    size = read_int(f)
    contents = f.read(size)
    return contents",read_binary_longstring,https://github.com/datastax/python-driver/blob/30a80d0b798b1f45f8cb77163b1fa791f3e3ca29/cassandra/protocol.py#L1280-L1283,0.8493922
how to read the contents of a .gz compressed file?,"def image_get_size(image: tcod.image.Image) -> Tuple[int, int]:
    return image.width, image.height",image_get_size,https://github.com/libtcod/python-tcod/blob/8ba10c5cfb813eaf3e834de971ba2d6acb7838e4/tcod/libtcodpy.py#L2950-L2951,0.84927064
sending binary data over a serial connection,"def _send(self, data):
        """"""Send data to statsd.""""""
        if not self._sock:
            self.connect()
        self._do_send(data)",StreamClientBase._send,https://github.com/jsocol/pystatsd/blob/006a86394c44ff71e6e8e52529daa3c0fdcc93fb/statsd/client/stream.py#L30-L34,1.4181743
sending binary data over a serial connection,"def _send_raw(self, websocket_message):
        logger.debug('send raw: %s', websocket_message)
        self.socket.sendall(websocket_message)",WebSocket._send_raw,https://github.com/noisyboiler/wampy/blob/7c7ef246fec1b2bf3ec3a0e24c85c42fdd99d4bf/wampy/transports/websocket/connection.py#L80-L82,1.4149299
sending binary data over a serial connection,"def send(self, data, **kws):
        """"""Send data to the socket. The socket must be connected to a remote
        socket. Ammount sent may be less than the data provided.""""""
        return yield_(Send(self, data, timeout=self._timeout, **kws))",Socket.send,https://github.com/ionelmc/python-cogen/blob/83b0edb88425eba6e5bfda9f1dcd34642517e2a8/cogen/magic/socketlets.py#L57-L60,1.4072564
sending binary data over a serial connection,"def _send_raw(msg,address='localhost',port=default_port):
    c = zmq.Context()
    sock = c.socket(zmq.REQ)
    sock.connect('tcp://%s:%s' % (address,port))
    sock.send(msg)
    return sock.recv()",_send_raw,https://github.com/azraq27/neural/blob/fe91bfeecbf73ad99708cf5dca66cb61fcd529f5/neural/scheduler.py#L64-L69,1.4062026
sending binary data over a serial connection,"def send(self, data):
        try:
            return self._sock.send(data)
        except socket.error:
            self.connected = False
            raise",Conn.send,https://github.com/coleifer/irc/blob/f9d2bd6369aafe6cb0916c9406270ca8ecea2080/botnet/worker.py#L192-L197,1.4047481
sending binary data over a serial connection,"def send_raw_data(self, data: bytes):
        log.debug(""[+] Sending raw data: %s"", data)
        self.transport.write(data)",KikConnection.send_raw_data,https://github.com/tomer8007/kik-bot-api-unofficial/blob/2ae5216bc05e7099a41895382fc8e428a7a5c3ac/kik_unofficial/client.py#L647-L649,1.4044034
sending binary data over a serial connection,"def transport(self, connection):
        cmd = ""host:transport:{}"".format(self.serial)
        connection.send(cmd)

        return connection",Transport.transport,https://github.com/Swind/pure-python-adb/blob/8e076bc2b25ad33b6c5eb14293329a017d83455f/adb/command/transport/__init__.py#L13-L17,1.4034916
sending binary data over a serial connection,"def receive_data(self, data):
        if self.connection is None:
            self.handshake.receive_data(data)
            self.connection = self.handshake.connection
        else:
            self.connection.receive_data(data)",WSConnection.receive_data,https://github.com/python-hyper/wsproto/blob/a7abcc5a9f7ad126668afb0cc9932da08c87f40f/wsproto/__init__.py#L41-L46,1.4025915
sending binary data over a serial connection,"def send(self, data):
        """"""Send some part of message to the socket.""""""
        bytes_sent = self._sock.send(extract_bytes(data))
        self.bytes_written += bytes_sent
        return bytes_sent",MakeFile_PY2.send,https://github.com/cherrypy/cheroot/blob/2af3b1798d66da697957480d3a8b4831a405770b/cheroot/makefile.py#L84-L88,1.402464
sending binary data over a serial connection,"def _send_with_opcode(self, opcode, body=None):
        assert self.connected

        data = chr(opcode)
        if body:
            data += body
        self.connection.send(data)",PULSETransport._send_with_opcode,https://github.com/pebble/libpebble2/blob/23e2eb92cfc084e6f9e8c718711ac994ef606d18/libpebble2/communication/transports/pulse.py#L102-L108,1.4022264
extracting data from a text file,"def load_text_file(self, filename, encoding=""utf-8"", tokenizer=None):
        """""" Load in a text file from which to generate a word frequency list

            Args:
                filename (str): The filepath to the text file to be loaded
                encoding (str): The encoding of the text file
                tokenizer (function): The function to use to tokenize a string
        """"""
        with load_file(filename, encoding=encoding) as data:
            self.load_text(data, tokenizer)",WordFrequency.load_text_file,https://github.com/barrust/pyspellchecker/blob/fa96024c0cdeba99e10e11060d5fd7aba796b271/spellchecker/spellchecker.py#L372-L381,1.3736038
